,STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,DATE
41,SD,0.000179,0.000279,0.000631,0.001642,0.000245,0.003612,0.000191,0.001273,3.4e-05,0.000367,0.000229,0.0002,0.036184,0.002771,0.000979,0.000733,0.002753,0.000485,0.000227,0.000144,0.000284,0.000109,0.000309,0.026842,0.001326,0.000352,0.017226,0.00021,0.06358,0.039523,5.2e-05,0.000108,0.001965,0.001042,0.000111,0.000349,0.001196,0.000805,0.000262,0.000185,0.000181,0.980312,0.000472,0.000501,0.001497,0.000287,0.000167,0.001142,0.002036,0.000274,0.063074,2021-01-06
42,TN,0.002332,0.0958,0.063864,0.005392,0.001945,0.007547,0.00318,0.041547,0.005592,0.028893,0.073412,0.001345,0.010009,0.004088,0.022185,0.033195,0.009582,0.134041,0.018873,0.002336,0.007754,0.002258,0.015621,0.005509,0.022686,0.160858,0.006313,0.032471,0.004649,0.007013,0.002613,0.003439,0.01496,0.004133,0.002595,0.019785,0.009201,0.00189,0.006622,0.002446,0.032899,0.004379,0.98232,0.007046,0.005252,0.044037,0.002926,0.001499,0.011233,0.021874,0.020408,2021-01-06
43,TX,0.008522,0.015772,0.095793,0.030671,0.009914,0.044159,0.003108,0.037861,0.004467,0.013754,0.010885,0.012732,0.012419,0.013345,0.011575,0.010643,0.033975,0.010319,0.117955,0.003209,0.006526,0.002987,0.005713,0.007834,0.020494,0.027837,0.017853,0.006864,0.011869,0.017997,0.003053,0.003628,0.256168,0.02011,0.002961,0.006203,0.138683,0.007847,0.005037,0.003738,0.008146,0.012769,0.015633,0.995672,0.018885,0.009593,0.00301,0.007407,0.006637,0.005317,0.043621,2021-01-06
44,UT,0.004396,0.001271,0.001524,0.012743,0.007688,0.01726,0.000643,0.00382,0.000682,0.002216,0.002077,0.004492,0.0025,0.085297,0.001814,0.001413,0.002314,0.001471,0.001369,0.000743,0.00105,0.000692,0.001152,0.002029,0.00195,0.001278,0.031315,0.001005,0.005141,0.006885,0.000699,0.000701,0.014428,0.049783,0.000585,0.000927,0.002291,0.008271,0.000881,0.000462,0.001084,0.00478,0.001537,0.002379,0.98378,0.001144,0.000836,0.005539,0.001435,0.000793,0.108545,2021-01-06
45,VA,0.000987,0.005675,0.004174,0.002862,0.001323,0.003632,0.014326,0.513302,0.055376,0.013176,0.010892,0.003004,0.002243,0.002496,0.00384,0.006331,0.002455,0.016759,0.003786,0.008988,0.192935,0.00969,0.00397,0.001759,0.003073,0.004765,0.004223,0.074737,0.001739,0.002415,0.007297,0.018892,0.006474,0.002533,0.012115,0.010451,0.002643,0.001208,0.025404,0.010199,0.026216,0.002072,0.035366,0.002695,0.003074,0.980932,0.011787,0.001362,0.002531,0.156652,0.008474,2021-01-06
46,VT,9e-05,8.6e-05,0.000131,0.00013,4.3e-05,0.000283,0.021841,0.001809,0.001978,0.000421,0.00014,0.000143,8.4e-05,0.000138,0.000168,0.000196,3e-05,0.000198,5.2e-05,0.014359,0.001017,0.005537,0.000141,0.000101,0.000123,8e-05,0.000293,0.000312,7.6e-05,0.000174,0.068673,0.005701,0.000277,0.000182,0.008785,0.000374,7.7e-05,4.1e-05,0.00135,0.009461,0.000241,6.7e-05,0.000171,6.7e-05,0.000261,0.000664,0.971326,4.8e-05,0.00015,0.000288,0.000418,2021-01-06
47,WA,0.049341,0.000583,0.000792,0.00559,0.004103,0.003821,0.000345,0.003284,0.000443,0.00102,0.000811,0.012474,0.001073,0.155677,0.000952,0.000722,0.001138,0.000782,0.000755,0.000493,0.000575,0.000401,0.000574,0.001439,0.001049,0.000755,0.040681,0.000615,0.004952,0.002345,0.00044,0.00043,0.004301,0.007406,0.000383,0.000604,0.001128,0.173831,0.000553,0.000554,0.000577,0.003476,0.000862,0.001153,0.008473,0.000782,0.000502,0.99317,0.00084,0.000605,0.019692,2021-01-06
48,WI,0.001794,0.001131,0.002412,0.003304,0.000729,0.003753,0.001024,0.006232,0.001398,0.003316,0.001666,0.00123,0.037054,0.002752,0.079727,0.011384,0.00366,0.00389,0.001001,0.001062,0.001658,0.00153,0.010257,0.139816,0.00496,0.00138,0.009114,0.00143,0.018371,0.005422,0.001268,0.000979,0.003792,0.002364,0.000845,0.003781,0.002648,0.001115,0.002255,0.0012,0.001463,0.011799,0.00301,0.001264,0.002507,0.001907,0.001756,0.001309,0.988701,0.002579,0.011756,2021-01-06
49,WV,0.000269,0.001641,0.001661,0.000805,0.000282,0.000975,0.00137,0.036655,0.005456,0.003462,0.002961,0.000315,0.001574,0.000727,0.002442,0.005893,0.001332,0.02948,0.000878,0.0011,0.049875,0.001275,0.003611,0.000867,0.001859,0.001659,0.001045,0.013042,0.000832,0.001149,0.00088,0.002055,0.002012,0.000715,0.001685,0.050949,0.00094,0.000361,0.034305,0.001108,0.009102,0.001304,0.004651,0.000603,0.000896,0.047957,0.002926,0.00025,0.00173,0.971468,0.003938,2021-01-06
50,WY,0.000718,0.000735,0.001298,0.002468,0.00135,0.025533,0.000429,0.001809,0.000784,0.000751,0.001076,0.000458,0.003281,0.030168,0.001407,0.001133,0.002708,0.00103,0.000741,0.000326,0.000561,0.000401,0.000699,0.002387,0.001613,0.000812,0.048123,0.000423,0.01168,0.021608,0.000285,0.000378,0.006913,0.005843,0.000332,0.000682,0.001857,0.004554,0.000656,0.000508,0.000417,0.028278,0.00108,0.001097,0.027471,0.000664,0.000752,0.003052,0.001235,0.000562,0.947726,2021-01-06
0,AK,0.994339,5.8e-05,7.1e-05,0.00029,0.000127,0.000165,9e-06,0.000109,7.6e-05,7.2e-05,6.5e-05,0.000669,3.9e-05,0.000401,5.1e-05,5.2e-05,0.000282,0.000102,4.5e-05,7.9e-05,7.4e-05,0.0,7.4e-05,0.000111,5.2e-05,4.9e-05,0.00061,6.2e-05,0.00017,9.2e-05,3.7e-05,3.9e-05,0.000114,0.000267,4.9e-05,6.3e-05,8.1e-05,0.000914,3.8e-05,3.3e-05,7.1e-05,0.000127,9.1e-05,9.1e-05,0.000193,4.6e-05,0.0,0.001743,9.1e-05,8.2e-05,0.000309,2020-11-18
1,AL,0.001289,0.98477,0.012654,0.003512,0.001381,0.002598,0.002406,0.004197,0.002293,0.025693,0.070355,0.001026,0.003382,0.002122,0.005331,0.007139,0.004834,0.014312,0.029124,0.001815,0.003716,0.001849,0.002646,0.002362,0.006526,0.111929,0.003437,0.007086,0.001527,0.004117,0.001634,0.002142,0.011307,0.002959,0.001873,0.004492,0.005579,0.001263,0.003196,0.001425,0.010698,0.002825,0.050909,0.005358,0.00237,0.005909,0.002468,0.00138,0.002669,0.004741,0.009134,2020-11-18
2,AR,0.000392,0.006633,0.981649,0.005322,0.001564,0.003468,0.001199,0.001744,0.001965,0.001865,0.004099,0.000268,0.005512,0.003111,0.007415,0.007142,0.013901,0.008886,0.027527,0.000907,0.002392,0.001099,0.002326,0.002357,0.043964,0.033096,0.003714,0.002535,0.002205,0.005742,0.000798,0.001436,0.019286,0.003572,0.001064,0.004016,0.067201,0.001542,0.002647,0.000762,0.002972,0.004428,0.027512,0.015121,0.003273,0.003554,0.001178,0.000987,0.003192,0.00376,0.015312,2020-11-18
3,AZ,0.003251,0.001946,0.005221,0.986886,0.021064,0.010967,0.001468,0.002017,0.001562,0.001887,0.002197,0.006647,0.004674,0.01028,0.004587,0.00372,0.005164,0.002731,0.002914,0.001224,0.00213,0.000799,0.002226,0.003918,0.005291,0.003137,0.008648,0.001928,0.004749,0.006813,0.001244,0.001779,0.071383,0.052663,0.001224,0.002698,0.008626,0.007608,0.002188,0.001292,0.001965,0.004962,0.003479,0.00555,0.026056,0.002167,0.000729,0.007165,0.003147,0.00195,0.022637,2020-11-18
4,CA,0.0088,0.003248,0.005656,0.060078,0.995362,0.013461,0.003231,0.007467,0.003049,0.00386,0.004085,0.037408,0.005129,0.022811,0.00639,0.004959,0.005633,0.004094,0.004283,0.003588,0.004264,0.002398,0.003472,0.005256,0.005696,0.003992,0.0125,0.003388,0.004721,0.007939,0.0026,0.003888,0.040382,0.123487,0.003315,0.004186,0.008183,0.037314,0.003547,0.002717,0.003206,0.005089,0.005321,0.006605,0.028504,0.004459,0.00443,0.017516,0.003603,0.002768,0.031065,2020-11-18
5,CO,0.00269,0.001976,0.005039,0.0093,0.004598,0.9851,0.001338,0.002943,0.001663,0.002528,0.00214,0.004551,0.007325,0.013348,0.004459,0.003568,0.01769,0.003105,0.003011,0.00133,0.002416,0.001099,0.002271,0.004186,0.008909,0.002453,0.018515,0.001821,0.008368,0.027963,0.0013,0.001579,0.045065,0.011276,0.001131,0.002727,0.007731,0.006466,0.002177,0.001226,0.001739,0.012571,0.003092,0.005068,0.024362,0.002207,0.001458,0.004751,0.003375,0.002032,0.177654,2020-11-18
6,CT,0.000168,0.00063,0.00083,0.000686,0.000438,0.00066,0.982002,0.003488,0.00708,0.001327,0.001128,0.000491,0.00097,0.000602,0.001286,0.001763,0.000691,0.001221,0.000575,0.075195,0.004269,0.015065,0.000841,0.000699,0.000877,0.000821,0.001053,0.001613,0.00082,0.000951,0.027833,0.015926,0.001876,0.000699,0.037421,0.002229,0.000814,0.000385,0.006049,0.151827,0.001728,0.001018,0.001213,0.000504,0.000693,0.003368,0.042454,0.000405,0.001005,0.002219,0.003442,2020-11-18
7,DC,0.00028,0.000452,0.000329,0.000349,0.000332,0.000505,0.001242,0.916226,0.011615,0.000942,0.000981,0.000268,0.000399,0.000272,0.000609,0.000549,0.000252,0.000628,0.000465,0.00115,0.13705,0.000749,0.000615,0.000389,0.000387,0.000428,0.000527,0.002017,0.000368,0.000277,0.000947,0.002598,0.000522,0.000544,0.001493,0.000785,0.000317,0.000164,0.003621,0.000663,0.001301,0.000407,0.000785,0.000438,0.000623,0.048571,0.000729,0.000388,0.000303,0.005629,0.000221,2020-11-18
8,DE,0.000112,0.000436,0.000425,0.000372,0.000222,0.00036,0.002936,0.021856,0.961703,0.000914,0.000777,8.9e-05,0.000477,0.000258,0.000671,0.000881,0.00033,0.000641,0.000273,0.001704,0.075211,0.001299,0.000539,0.000218,0.000399,0.000334,0.000443,0.00191,0.000198,0.000406,0.001634,0.023601,0.000979,0.000405,0.003124,0.001088,0.00033,0.000335,0.037975,0.001988,0.001343,0.000254,0.000782,0.000282,0.000263,0.008347,0.001682,0.000316,0.000382,0.002779,0.000927,2020-11-18
9,FL,0.00398,0.064318,0.007701,0.005397,0.003393,0.008014,0.008095,0.014117,0.012371,0.991417,0.055273,0.002654,0.007114,0.003799,0.011372,0.01114,0.006425,0.014633,0.019002,0.009128,0.012793,0.007045,0.009547,0.007372,0.008024,0.019709,0.005183,0.015185,0.004325,0.005668,0.007947,0.013641,0.009382,0.00723,0.008596,0.011072,0.005839,0.002505,0.010101,0.008913,0.020322,0.004708,0.016945,0.006798,0.005424,0.013026,0.005664,0.003608,0.007473,0.009471,0.010193,2020-11-18
10,GA,0.002971,0.118627,0.011971,0.004966,0.002765,0.005111,0.005438,0.011773,0.009398,0.043652,0.984539,0.001874,0.006526,0.003799,0.009288,0.013083,0.006725,0.024949,0.012914,0.004559,0.010322,0.004797,0.007069,0.005687,0.008088,0.026636,0.005294,0.032326,0.003308,0.006813,0.004549,0.006095,0.012286,0.005591,0.004901,0.010253,0.007035,0.002684,0.007562,0.003645,0.10435,0.004479,0.072661,0.00543,0.005669,0.016129,0.004262,0.002878,0.006011,0.010814,0.015709,2020-11-18
11,HI,0.001625,0.000159,0.000147,0.000713,0.00103,0.000635,0.000113,0.000218,0.000126,0.00014,0.000165,0.990944,7.8e-05,0.00053,0.000176,0.00011,0.000192,9.4e-05,0.000167,0.00019,0.000163,0.0001,9.5e-05,0.000181,0.000198,0.000103,0.000222,0.00012,8.5e-05,0.000157,5.6e-05,0.000158,0.000196,0.001501,0.000113,0.000109,0.000138,0.000999,0.000114,9.9e-05,9.5e-05,0.000127,0.000161,0.000188,0.000632,0.000137,0.000168,0.001346,0.000116,9.3e-05,0.000177,2020-11-18
12,IA,0.000617,0.001976,0.005323,0.004139,0.001407,0.005956,0.001468,0.001417,0.001789,0.001473,0.002077,0.000558,0.982767,0.006753,0.038626,0.008133,0.016423,0.005118,0.001736,0.001261,0.00211,0.001274,0.003196,0.032467,0.021571,0.002434,0.009646,0.002048,0.013428,0.177074,0.001207,0.001507,0.010557,0.005151,0.001334,0.00414,0.007906,0.002869,0.002774,0.001193,0.001764,0.12138,0.004113,0.002057,0.006608,0.002228,0.002019,0.002,0.023883,0.003749,0.038523,2020-11-18
13,ID,0.002522,0.000433,0.001042,0.003147,0.002164,0.003353,0.000304,0.000491,0.000277,0.000369,0.000539,0.001115,0.002301,0.983627,0.001227,0.001144,0.001489,0.000944,0.000518,0.000274,0.000529,0.000924,0.000386,0.001273,0.001346,0.000634,0.05014,0.00041,0.006078,0.004616,0.000334,0.000369,0.005384,0.00855,0.000233,0.000674,0.001506,0.024131,0.00057,0.000199,0.00047,0.004988,0.000779,0.000735,0.040308,0.000492,0.000561,0.049648,0.00103,0.000654,0.053217,2020-11-18
14,IL,0.002746,0.006886,0.016312,0.009128,0.003957,0.009968,0.005646,0.007685,0.005694,0.006628,0.007683,0.003056,0.096579,0.008775,0.983256,0.103514,0.018855,0.032913,0.005693,0.00488,0.007679,0.004647,0.020561,0.018134,0.093187,0.008476,0.013249,0.00603,0.015888,0.021741,0.004772,0.005803,0.021407,0.009395,0.004749,0.017851,0.012199,0.004632,0.010197,0.004241,0.006517,0.018805,0.015475,0.006043,0.00918,0.008156,0.006506,0.004338,0.107527,0.011597,0.040111,2020-11-18
15,IN,0.001289,0.005455,0.010979,0.005397,0.001891,0.004922,0.004482,0.003815,0.005014,0.004338,0.005868,0.000781,0.014477,0.006237,0.089378,0.98352,0.008251,0.135725,0.00357,0.003134,0.00591,0.003298,0.042626,0.007585,0.016822,0.005605,0.008925,0.005086,0.008114,0.011198,0.003268,0.004245,0.016365,0.005513,0.003535,0.052615,0.008008,0.002962,0.009256,0.002319,0.00569,0.009237,0.014467,0.003304,0.005538,0.007195,0.00544,0.002059,0.019342,0.013278,0.028682,2020-11-18
16,KS,0.000673,0.00225,0.011505,0.004468,0.001308,0.013825,0.000877,0.001417,0.001184,0.001324,0.002161,0.000647,0.01903,0.004258,0.005942,0.004574,0.979355,0.003929,0.002747,0.000728,0.001413,0.000725,0.001493,0.004598,0.147144,0.003284,0.005377,0.001512,0.004297,0.043426,0.000687,0.00104,0.01364,0.003788,0.000809,0.002608,0.039844,0.002048,0.001712,0.000762,0.001506,0.011502,0.003508,0.004081,0.004792,0.001648,0.001402,0.00146,0.003483,0.002371,0.024667,2020-11-18
17,KY,0.001009,0.01057,0.010721,0.002775,0.000983,0.003298,0.002033,0.002453,0.003124,0.005538,0.010049,0.000602,0.006792,0.002968,0.02089,0.091465,0.006347,0.976998,0.004014,0.00152,0.004363,0.001199,0.009072,0.003269,0.014046,0.009867,0.004047,0.006486,0.003081,0.006564,0.001727,0.002437,0.008941,0.002882,0.001894,0.071163,0.004509,0.001542,0.005749,0.001392,0.00803,0.004555,0.071263,0.002548,0.003247,0.010117,0.002916,0.001338,0.00658,0.061767,0.016239,2020-11-18
18,LA,0.000841,0.015937,0.034723,0.003327,0.001171,0.002773,0.001225,0.001581,0.001864,0.005633,0.005787,0.001985,0.002279,0.001706,0.002972,0.003263,0.003159,0.004459,0.985367,0.000997,0.002174,0.000799,0.001146,0.001255,0.004688,0.092274,0.002744,0.002553,0.001216,0.002539,0.000446,0.001245,0.013542,0.003002,0.000984,0.002128,0.007829,0.000871,0.001831,0.000596,0.003665,0.001578,0.006911,0.021842,0.002176,0.002955,0.000841,0.000899,0.001308,0.002768,0.008252,2020-11-18
19,MA,0.001345,0.001283,0.00131,0.001215,0.000972,0.001534,0.108985,0.00496,0.006148,0.002495,0.001919,0.000758,0.00158,0.000903,0.002396,0.00254,0.001291,0.00188,0.001125,0.985348,0.004956,0.087166,0.001614,0.001732,0.00148,0.001372,0.001497,0.002345,0.000961,0.001532,0.360183,0.008693,0.002088,0.001398,0.012016,0.00283,0.001115,0.000878,0.005841,0.462143,0.002167,0.000942,0.001941,0.001096,0.001202,0.003997,0.084852,0.001169,0.001827,0.002768,0.002559,2020-11-18
20,MD,0.000673,0.002489,0.004073,0.002105,0.001238,0.002508,0.008669,0.705238,0.34389,0.004453,0.004201,0.000892,0.002562,0.002796,0.003785,0.004928,0.00224,0.005051,0.002033,0.006205,0.97768,0.006071,0.002867,0.001968,0.002925,0.003181,0.003492,0.009154,0.001527,0.002566,0.006814,0.020356,0.004993,0.002476,0.008744,0.006668,0.00245,0.001128,0.060015,0.007356,0.00692,0.001781,0.005285,0.00202,0.002685,0.100285,0.006562,0.00127,0.00247,0.105643,0.005736,2020-11-18
21,ME,0.000336,0.000211,0.000223,0.000188,8.1e-05,0.00019,0.005524,0.000763,0.001008,0.000404,0.000299,0.000112,0.000305,0.00033,0.000338,0.000384,0.00021,0.000383,0.000143,0.022091,0.000959,0.987933,0.000268,0.000176,0.000251,0.000206,0.000388,0.000476,0.000311,0.000258,0.106896,0.001418,0.000359,0.000207,0.001329,0.000517,0.000179,0.000343,0.000972,0.008648,0.000389,0.000305,0.000291,0.000129,0.000211,0.000818,0.011721,0.000131,0.000531,0.000502,0.000662,2020-11-18
22,MI,0.001906,0.00236,0.003795,0.002626,0.001327,0.002693,0.002423,0.004796,0.002998,0.003445,0.003192,0.001249,0.004902,0.002194,0.016157,0.046012,0.002762,0.008993,0.001695,0.002754,0.003706,0.002623,0.992316,0.005163,0.004495,0.002296,0.003243,0.002867,0.003788,0.004034,0.002358,0.002449,0.005009,0.002942,0.003124,0.038856,0.002698,0.00132,0.00538,0.001458,0.003093,0.002825,0.005126,0.001921,0.002633,0.003821,0.003758,0.001633,0.017947,0.006061,0.007149,2020-11-18
23,MN,0.003363,0.001505,0.002479,0.003233,0.001269,0.003538,0.001624,0.002616,0.001965,0.001881,0.001909,0.001294,0.045911,0.004875,0.007427,0.005504,0.005146,0.003056,0.001316,0.001773,0.002169,0.001349,0.003834,0.986955,0.005559,0.001608,0.014662,0.001561,0.294236,0.014208,0.001281,0.001364,0.004781,0.003227,0.001456,0.003495,0.003031,0.002291,0.002278,0.001292,0.001552,0.093313,0.00265,0.001535,0.003309,0.002006,0.001739,0.002793,0.071102,0.002464,0.015135,2020-11-18
24,MO,0.001065,0.005326,0.099181,0.007831,0.002426,0.009224,0.00218,0.00278,0.002797,0.003142,0.004756,0.001071,0.047486,0.006093,0.079797,0.016892,0.300085,0.01592,0.007107,0.001694,0.003563,0.001524,0.005369,0.008942,0.983431,0.011514,0.008537,0.003267,0.007548,0.035293,0.001578,0.002377,0.022663,0.006505,0.001866,0.007311,0.042001,0.003419,0.004426,0.001591,0.003672,0.014276,0.013859,0.00594,0.007258,0.003927,0.002131,0.00243,0.010661,0.006119,0.033492,2020-11-18
25,MS,0.000673,0.067519,0.037025,0.003261,0.001042,0.002099,0.001329,0.002017,0.002016,0.006015,0.009391,0.000446,0.003005,0.002122,0.003983,0.004236,0.004011,0.00792,0.094768,0.000733,0.002288,0.000999,0.001603,0.001385,0.007403,0.980379,0.002245,0.003291,0.001103,0.00312,0.00065,0.00129,0.011177,0.002476,0.000947,0.002744,0.00625,0.000885,0.002146,0.000762,0.005234,0.002646,0.068652,0.00574,0.002036,0.003462,0.001458,0.000793,0.001876,0.003504,0.007987,2020-11-18
26,MT,0.001345,0.00031,0.000643,0.001121,0.000638,0.002303,0.000252,0.000436,0.000302,0.00024,0.00032,0.000112,0.001469,0.020675,0.000782,0.000772,0.000775,0.000566,0.000334,0.000169,0.00039,0.0003,0.000294,0.001876,0.00067,0.000315,0.982538,0.000264,0.03497,0.002705,0.000279,0.000217,0.001827,0.002493,0.000159,0.000502,0.000802,0.003362,0.000376,0.000133,0.000272,0.009873,0.000408,0.000407,0.006635,0.000359,0.000336,0.006156,0.001183,0.000455,0.052908,2020-11-18
27,NC,0.001625,0.011735,0.006815,0.004174,0.001891,0.003493,0.006775,0.021529,0.016453,0.013853,0.032376,0.001383,0.005506,0.002409,0.00602,0.008359,0.003909,0.014713,0.005432,0.005608,0.019029,0.006546,0.004943,0.003005,0.004959,0.0085,0.002744,0.985385,0.002233,0.004237,0.006796,0.00872,0.007554,0.003615,0.005661,0.009831,0.00474,0.001713,0.010175,0.005766,0.217119,0.003359,0.036406,0.003077,0.002931,0.08075,0.00673,0.002051,0.005065,0.025868,0.008384,2020-11-18
28,ND,0.000729,0.000175,0.00046,0.000752,0.000174,0.001054,0.000261,0.000218,0.000403,0.000168,0.000205,0.000112,0.002235,0.003226,0.000925,0.000903,0.001021,0.000423,0.000179,0.000142,0.000252,0.00015,0.000363,0.041905,0.000746,0.000246,0.032845,0.000179,0.985017,0.002566,0.000241,0.000152,0.001093,0.000854,0.00014,0.000483,0.000635,0.000885,0.000277,6.6e-05,0.000272,0.027813,0.000335,0.000259,0.001273,0.000286,0.000393,0.001034,0.00237,0.000385,0.009222,2020-11-18
29,NE,0.000673,0.001058,0.003228,0.003535,0.001407,0.014065,0.000825,0.0006,0.000907,0.000679,0.001135,0.000335,0.098825,0.007957,0.004747,0.003849,0.02289,0.002499,0.000954,0.000512,0.001216,0.000675,0.001438,0.00634,0.009413,0.001273,0.00801,0.000887,0.009075,0.981352,0.000836,0.001016,0.0093,0.00541,0.000765,0.002298,0.005147,0.003483,0.001614,0.000762,0.000979,0.096621,0.002029,0.001453,0.008548,0.001234,0.001402,0.00192,0.003745,0.001857,0.07731,2020-11-18
30,NH,0.000392,0.000249,0.000278,0.000259,0.000122,0.000375,0.014671,0.000763,0.002293,0.000573,0.000373,4.5e-05,0.000421,0.000244,0.000476,0.000674,0.000258,0.00057,0.000159,0.149271,0.001349,0.12664,0.000368,0.000255,0.000262,0.000256,0.000277,0.000606,0.000254,0.000388,0.979352,0.002035,0.000473,0.000259,0.0022,0.000848,0.000216,0.000207,0.001643,0.03234,0.000459,0.000204,0.000411,0.000177,0.000316,0.001146,0.208794,0.000165,0.000357,0.000829,0.001015,2020-11-18
31,NJ,0.000729,0.0021,0.002762,0.002308,0.001564,0.002163,0.035596,0.02262,0.12454,0.004837,0.003702,0.001383,0.002889,0.001764,0.00407,0.005123,0.001898,0.003755,0.002078,0.012758,0.023338,0.009069,0.002515,0.001977,0.002587,0.00233,0.002689,0.005121,0.001103,0.003,0.009711,0.985316,0.005857,0.003149,0.1196,0.005969,0.002315,0.001063,0.103462,0.015706,0.005114,0.001883,0.004077,0.001751,0.00208,0.012536,0.015703,0.001127,0.002649,0.007521,0.008208,2020-11-18
32,NM,0.000617,0.001554,0.005672,0.023806,0.004181,0.0144,0.000721,0.000491,0.000932,0.000977,0.001439,0.000446,0.002922,0.004746,0.00266,0.002763,0.004432,0.002249,0.002905,0.000475,0.001141,0.000325,0.00087,0.001311,0.004245,0.002842,0.004268,0.001083,0.001866,0.00493,0.000501,0.001013,0.967531,0.012501,0.000587,0.001806,0.010307,0.002805,0.001435,0.000563,0.001269,0.003155,0.002655,0.012442,0.008179,0.001605,0.000449,0.001549,0.001411,0.00153,0.022019,2020-11-18
33,NV,0.002915,0.001316,0.002226,0.031464,0.026694,0.008039,0.000912,0.002616,0.001335,0.00165,0.001721,0.006112,0.003477,0.019843,0.002907,0.002632,0.002834,0.001955,0.001699,0.000839,0.001897,0.000525,0.001782,0.002797,0.002739,0.00144,0.008869,0.001171,0.003025,0.006305,0.000631,0.00121,0.021537,0.975282,0.000905,0.001947,0.003361,0.009878,0.001402,0.000762,0.001159,0.003079,0.001917,0.003115,0.048689,0.001468,0.000729,0.006853,0.002204,0.001238,0.028594,2020-11-18
34,NY,0.002298,0.003443,0.005404,0.002794,0.002179,0.002718,0.142652,0.021638,0.023255,0.006192,0.004854,0.001918,0.00407,0.00228,0.005807,0.008429,0.002684,0.006508,0.002873,0.032822,0.016232,0.02226,0.004633,0.003895,0.00345,0.003613,0.003714,0.005976,0.002742,0.004164,0.023321,0.169813,0.005564,0.003813,0.989949,0.009753,0.00304,0.00167,0.04893,0.030551,0.005591,0.003028,0.005181,0.002629,0.00308,0.011554,0.111435,0.002148,0.003774,0.012251,0.00759,2020-11-18
35,OH,0.001289,0.005729,0.009097,0.005267,0.002243,0.004942,0.00714,0.00932,0.009599,0.005624,0.007415,0.001628,0.010019,0.005219,0.016291,0.068088,0.006179,0.11556,0.004095,0.005746,0.011108,0.005921,0.050486,0.006159,0.009853,0.006322,0.007345,0.008626,0.006276,0.009306,0.005942,0.007341,0.014113,0.005444,0.007647,0.989196,0.007084,0.002891,0.044945,0.004573,0.008557,0.007023,0.014539,0.003673,0.005195,0.011685,0.009814,0.002582,0.010013,0.210095,0.023211,2020-11-18
